,FRUITS_VEGGIES,DAILY_STRESS,PLACES_VISITED,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,ACHIEVEMENT,DONATION,BMI_RANGE,TODO_COMPLETED,FLOW,DAILY_STEPS,LIVE_VISION,SLEEP_HOURS,LOST_VACATION,DAILY_SHOUTING,SUFFICIENT_INCOME,PERSONAL_AWARDS,TIME_FOR_PASSION,WEEKLY_MEDITATION,AGE,GENDER,WORK_LIFE_BALANCE_SCORE
6801,1,5,8,10,4,5,3,1,2,5,1,2,0,6,0,10,2,4,0,10,36 to 50,Male,40.329218106995896
6802,2,2,5,6,10,5,3,5,1,6,3,2,2,6,0,7,2,10,10,7,36 to 50,Female,63.31569664902996
6803,5,1,10,9,10,5,6,4,2,8,4,10,4,8,0,3,2,8,5,10,51 or more,Female,74.89711934156377
6804,3,1,5,8,5,8,8,4,1,9,6,10,5,7,0,1,2,10,4,9,36 to 50,Male,77.336860670194
6805,5,5,10,6,6,8,6,5,1,7,2,8,2,7,0,4,2,6,3,6,21 to 35,Female,66.22574955908287
6806,2,2,10,5,10,10,10,5,1,10,7,6,10,6,10,2,2,10,10,10,51 or more,Female,80.54085831863608
6807,5,4,3,4,2,6,4,3,2,8,3,6,4,7,8,0,2,5,2,5,51 or more,Female,49.11816578483245
6808,1,2,6,3,5,10,4,5,1,10,0,10,3,6,2,2,2,8,1,3,51 or more,Female,61.287477954144606
6809,1,3,2,3,2,3,3,1,2,1,2,1,1,7,7,0,2,4,1,4,51 or more,Female,31.834215167548486
6810,2,2,3,6,3,5,0,5,1,6,1,5,4,7,2,2,2,2,1,5,Less than 20,Female,51.557907113462655
6811,4,2,10,8,10,10,4,5,2,10,6,6,10,8,0,0,2,5,5,10,51 or more,Female,77.6601998824221
6812,1,3,2,3,10,2,0,2,1,0,1,4,5,6,10,0,1,1,2,8,21 to 35,Male,36.449147560258666
6813,3,2,4,4,4,8,8,5,1,7,7,6,10,7,2,1,2,10,4,10,21 to 35,Female,73.60376249265137
6814,1,3,2,3,10,2,0,2,1,0,1,4,5,6,10,0,1,1,2,8,21 to 35,Male,36.449147560258666
6815,5,3,10,4,7,7,8,3,2,6,2,5,3,6,1,3,2,10,2,3,51 or more,Male,58.994708994709
6816,2,1,10,5,0,4,1,0,1,7,4,6,2,7,2,0,2,7,4,7,21 to 35,Male,56.613756613756614
6817,3,2,10,1,10,6,1,5,1,2,0,10,0,7,0,2,1,0,1,10,21 to 35,Female,53.850676072898295
6818,2,3,7,7,4,10,7,5,1,7,9,7,5,5,2,2,2,5,4,10,21 to 35,Male,70.04703115814225
6819,2,3,6,6,10,3,1,5,1,3,1,8,0,8,0,5,2,10,2,5,36 to 50,Female,57.789535567313344
6820,5,0,9,5,7,10,5,1,1,7,7,7,7,8,0,1,2,5,9,10,36 to 50,Male,78.21869488536154
6821,2,3,3,5,3,3,1,1,1,2,1,5,0,6,0,2,1,1,1,2,Less than 20,Female,35.00881834215168
6822,1,2,10,8,4,5,3,1,1,6,0,1,10,8,0,5,1,3,1,7,21 to 35,Male,49.882422104644334
6823,2,5,0,3,2,2,3,2,1,4,7,1,3,9,0,10,1,6,5,2,21 to 35,Male,36.948853615520285
6824,3,5,8,9,4,3,4,5,2,4,3,4,3,6,7,3,2,8,2,10,51 or more,Male,51.44032921810698
6825,1,4,10,5,2,10,3,0,1,1,1,3,2,6,0,6,2,5,3,2,21 to 35,Male,44.88536155202822
6826,1,3,2,3,10,2,0,2,1,0,1,4,5,6,10,0,1,1,2,8,21 to 35,Male,36.449147560258666
6827,2,4,10,1,6,4,3,3,1,8,4,8,10,6,10,1,1,1,5,5,Less than 20,Female,50.67607289829511
6828,5,3,4,10,10,10,7,5,1,8,3,10,5,6,10,0,2,5,2,7,51 or more,Female,70.2821869488536
6829,3,3,10,5,10,2,6,1,1,10,10,2,10,8,0,10,2,10,10,10,21 to 35,Female,71.92827748383304
6830,1,3,0,3,6,3,4,2,2,7,1,1,1,6,10,4,2,5,3,2,21 to 35,Male,33.27454438565551
6831,1,4,0,1,6,10,0,0,1,3,2,10,6,4,10,8,1,3,5,7,21 to 35,Male,36.18459729570841
6832,2,3,3,5,5,3,3,3,1,6,1,1,3,9,2,3,2,5,1,9,21 to 35,Male,50.94062316284537
6833,4,2,5,1,2,4,2,5,2,3,1,4,0,7,0,1,2,1,0,1,36 to 50,Male,41.504997060552625
6834,2,3,10,6,5,10,6,5,1,7,1,6,6,8,2,2,2,5,1,5,Less than 20,Female,64.66784244562021
6835,2,3,4,5,0,2,3,0,2,10,2,7,5,6,10,9,2,5,2,2,21 to 35,Female,35.62610229276897
6836,3,4,4,4,1,2,5,2,1,6,2,8,0,8,1,1,2,7,1,7,Less than 20,Female,52.29276895943561
6837,3,0,8,5,1,4,2,1,2,5,3,2,0,10,0,0,2,0,4,8,51 or more,Female,49.55908289241623
6838,1,4,10,5,2,10,3,0,1,1,1,3,2,6,0,6,2,5,3,2,21 to 35,Male,44.88536155202822
6839,5,1,9,8,10,10,4,5,2,8,7,5,10,8,0,1,2,10,8,10,51 or more,Male,81.59905937683715
6840,5,1,10,2,3,1,5,0,1,2,2,10,5,8,0,0,2,1,10,10,21 to 35,Male,63.40388007054675
6841,4,4,8,8,10,10,5,3,1,5,1,7,0,7,0,3,2,10,2,10,51 or more,Male,67.6660787771899
6842,3,2,10,2,5,10,6,5,2,7,6,3,5,7,6,1,2,7,10,2,36 to 50,Male,61.934156378600825
6843,1,5,0,1,10,2,4,5,2,10,1,2,2,5,0,4,2,10,1,10,51 or more,Male,47.26631393298058
6844,3,4,5,2,6,5,2,3,1,4,2,5,2,7,0,3,2,9,3,10,51 or more,Female,56.055261610817176
6845,1,4,10,7,6,8,5,3,2,8,5,5,0,6,0,8,1,3,1,3,21 to 35,Female,44.00352733686068
6846,3,3,10,5,10,2,6,1,1,10,10,2,10,8,0,10,2,10,10,10,21 to 35,Female,71.92827748383304
6847,4,2,4,4,4,2,2,0,2,5,4,1,1,9,10,4,2,5,3,3,21 to 35,Female,37.94826572604351
6848,5,0,4,3,2,4,5,1,1,9,0,3,1,7,0,1,2,3,1,10,51 or more,Female,55.937683715461475
6849,5,2,7,3,5,10,4,5,1,6,2,6,0,7,0,1,1,5,5,8,21 to 35,Female,61.11111111111109
6850,4,2,10,6,10,10,10,5,1,8,2,6,5,6,0,2,2,10,5,8,36 to 50,Male,78.54203409758965
6851,2,2,7,5,5,6,3,1,1,9,2,10,1,7,0,3,1,6,5,4,21 to 35,Female,54.35038212815989
6852,2,3,10,8,8,4,2,2,1,5,1,1,5,7,0,2,1,10,6,3,36 to 50,Female,54.32098765432096
6853,1,4,5,2,0,4,2,0,1,3,1,6,0,8,0,8,2,1,0,2,21 to 35,Male,34.68547912992357
6854,1,4,5,2,0,4,2,0,1,3,1,6,0,8,0,8,2,1,0,2,21 to 35,Male,34.68547912992357
6855,4,2,6,5,5,3,1,2,2,6,1,3,4,7,0,0,2,3,1,7,36 to 50,Male,49.44150499706056
6856,3,3,10,6,10,10,2,2,1,7,1,2,0,7,1,7,2,6,2,6,36 to 50,Female,56.87830687830687
6857,5,1,7,7,4,6,2,5,1,9,8,6,6,6,0,1,2,3,3,3,51 or more,Male,68.04820693709581
6858,3,4,0,2,1,1,1,1,2,4,1,1,0,9,10,3,2,3,0,10,21 to 35,Female,29.45326278659613
6859,1,4,7,10,3,1,0,0,1,3,0,4,1,9,0,5,1,2,1,10,21 to 35,Male,39.62375073486183
6860,1,2,0,6,10,10,4,0,2,8,1,1,1,7,0,1,2,10,5,3,51 or more,Female,50.8230452674897
6861,5,2,10,10,4,2,2,2,1,7,3,3,0,6,0,2,2,2,6,10,36 to 50,Male,60.87595532039977
6862,3,2,10,5,3,3,6,1,1,8,3,4,2,7,10,2,1,5,3,3,21 to 35,Female,46.50205761316873
6863,4,3,6,4,4,6,2,1,1,9,3,10,3,7,3,3,1,4,3,6,36 to 50,Female,52.35155790711347
6864,3,1,0,4,3,3,2,0,1,6,2,10,10,9,0,1,2,3,2,10,51 or more,Male,58.465608465608454
6865,2,2,5,3,10,4,2,0,1,5,3,5,1,8,0,7,1,4,3,7,36 to 50,Female,46.11992945326278
6866,2,2,10,3,5,5,1,1,1,4,1,5,10,7,0,3,2,5,1,10,Less than 20,Male,57.554379776601984
6867,5,4,10,5,7,10,10,0,1,10,8,9,5,7,0,7,2,8,5,10,21 to 35,Female,74.2798353909465
6868,5,3,4,6,10,10,3,3,1,8,7,3,10,6,4,1,2,8,8,10,51 or more,Male,73.36860670194002
6869,1,0,3,2,4,3,3,0,1,3,2,1,0,10,0,0,1,2,2,10,21 to 35,Male,43.00411522633743
6870,1,3,2,9,10,10,3,5,2,8,2,3,1,8,4,10,2,3,0,0,36 to 50,Female,45.002939447383895
6871,4,2,10,6,2,7,3,2,1,6,5,5,3,7,0,1,2,7,3,10,21 to 35,Male,65.04997060552614
6872,5,3,10,8,4,10,6,5,2,9,1,10,2,8,5,0,2,7,2,7,36 to 50,Female,66.40211640211639
6873,5,2,6,2,2,4,0,0,2,3,1,6,0,7,0,2,2,5,1,1,36 to 50,Male,40.623162845385075
6874,5,2,6,2,2,4,0,0,2,3,1,6,0,7,0,2,2,5,1,1,36 to 50,Male,40.623162845385075
6875,2,3,10,10,3,10,8,1,1,1,2,5,1,6,4,1,1,5,6,3,21 to 35,Female,51.998824221046426
6876,4,4,10,8,2,5,1,0,1,6,5,7,1,6,0,1,1,3,0,10,21 to 35,Male,51.11699000587888
6877,5,2,4,5,6,10,2,5,1,7,7,5,3,7,0,3,1,0,8,9,21 to 35,Male,62.55144032921809
6878,2,4,6,2,4,4,1,1,1,8,2,2,10,8,10,2,2,0,1,6,21 to 35,Female,44.44444444444445
6879,5,2,10,4,10,3,1,5,1,7,1,3,2,8,0,1,2,4,1,3,51 or more,Female,60.49382716049381
6880,1,3,5,1,2,9,2,0,2,2,1,3,2,8,4,4,2,1,2,10,36 to 50,Male,37.50734861845973
6881,3,4,7,4,6,2,2,0,2,6,2,10,2,6,10,6,2,5,3,3,36 to 50,Male,39.80011757789534
6882,3,5,2,4,10,10,6,5,1,0,6,7,0,8,10,1,1,10,10,10,36 to 50,Male,58.73015873015871
6883,1,2,0,4,10,9,4,3,1,7,3,1,5,6,0,1,2,5,1,10,21 to 35,Male,58.25984714873604
6884,3,5,0,6,0,2,2,0,2,2,0,6,0,5,0,7,1,4,1,6,36 to 50,Male,26.014109347442677
6885,3,1,6,6,2,6,1,0,2,5,0,2,2,8,0,1,2,3,2,2,36 to 50,Female,43.445032333921205
6886,3,2,1,2,5,2,1,1,2,1,4,2,3,10,0,4,2,4,2,0,21 to 35,Female,38.06584362139917
6887,5,3,10,7,2,10,2,5,1,6,4,10,1,7,0,0,2,10,2,5,21 to 35,Female,69.84126984126983
6888,3,1,9,5,8,10,6,5,2,6,4,10,5,8,10,5,2,10,5,7,36 to 50,Female,65.9024103468548
6889,1,5,4,4,2,3,5,1,1,5,2,5,5,5,0,9,1,5,5,10,21 to 35,Male,41.9459141681364
6890,2,1,5,6,5,8,5,5,2,4,3,8,5,7,0,1,2,8,8,6,21 to 35,Female,64.22692533803644
6891,2,1,3,10,10,10,7,5,1,8,5,7,10,7,0,1,2,10,5,7,51 or more,Female,79.65902410346854
6892,4,2,10,5,10,10,10,5,1,10,7,8,10,4,0,1,2,10,5,7,51 or more,Male,84.03880070546735
6893,1,5,1,2,3,2,2,3,2,7,4,5,0,5,4,0,2,2,3,10,21 to 35,Male,39.447383891828345
6894,2,3,2,7,10,4,10,1,2,7,6,7,10,7,4,3,1,2,1,3,36 to 50,Female,49.17695473251027
6895,1,2,5,8,3,5,2,0,2,1,3,6,5,5,0,10,2,6,5,2,36 to 50,Female,41.504997060552625
6896,1,3,5,10,4,10,1,5,2,4,1,2,5,5,0,1,2,10,2,7,36 to 50,Male,54.761904761904745
6897,5,2,0,3,0,10,2,0,2,10,7,10,5,8,0,0,2,2,2,0,21 to 35,Female,52.41034685479128
6898,4,1,4,10,7,10,8,4,2,6,7,5,2,6,0,2,1,6,3,6,21 to 35,Female,60.49382716049381
6899,4,4,4,6,6,8,3,0,1,8,4,8,7,5,0,10,2,8,10,10,21 to 35,Male,63.10993533215756
6900,5,0,4,0,1,7,6,5,2,10,8,10,10,8,10,0,2,10,10,4,Less than 20,Male,68.90064667842444
6901,5,0,4,0,1,7,6,5,2,10,8,10,10,8,10,0,2,10,10,4,Less than 20,Male,68.90064667842444
6902,5,0,4,0,1,7,6,5,2,10,8,10,10,8,10,0,2,10,10,4,Less than 20,Male,68.90064667842444
6903,4,3,6,6,3,8,6,5,2,4,3,5,4,5,0,3,2,10,2,6,36 to 50,Male,57.93650793650793
6904,5,1,7,7,10,5,4,5,2,7,5,6,10,8,1,3,2,6,5,7,51 or more,Female,70.16460905349795
6905,4,3,7,8,8,7,8,2,1,9,8,9,5,9,5,5,2,8,8,7,51 or more,Male,73.39800117577896
6906,1,3,5,10,4,10,1,5,2,4,1,2,5,5,0,1,2,10,2,7,36 to 50,Male,54.761904761904745
6907,4,1,6,4,9,7,0,5,2,7,1,1,0,8,1,2,2,1,0,4,51 or more,Female,49.882422104644334
6908,4,4,4,6,6,8,3,0,1,8,4,8,7,5,0,10,2,8,10,10,21 to 35,Male,63.10993533215756
6909,2,4,2,8,4,5,1,3,2,4,2,2,1,7,0,1,2,5,1,10,36 to 50,Female,45.884773662551446
6910,2,3,4,3,8,6,5,3,2,7,3,10,1,7,10,0,2,5,4,10,51 or more,Female,53.350970017636676
6911,4,3,8,4,5,1,3,0,1,3,2,5,3,6,0,2,2,8,1,10,36 to 50,Female,53.997648442092895
6912,1,3,6,3,2,10,1,0,2,8,2,5,5,6,10,3,2,4,2,3,21 to 35,Male,39.506172839506156
6913,3,4,10,5,10,5,2,5,2,7,6,8,6,7,7,3,1,8,7,8,36 to 50,Male,58.230452674897116
6914,0,2,2,3,4,2,1,3,1,3,1,5,1,8,7,0,2,0,0,5,21 to 35,Male,39.62375073486183
6915,4,5,10,3,4,10,3,3,2,9,2,3,5,7,0,1,2,10,1,2,36 to 50,Male,55.43797766019988
6916,3,3,8,6,4,4,0,2,1,4,0,2,0,8,4,1,2,6,2,10,36 to 50,Male,50.94062316284537
6917,4,4,2,1,4,3,3,3,2,3,1,7,1,6,0,5,1,4,2,6,21 to 35,Female,36.62551440329218
6918,5,3,7,3,1,7,2,0,1,4,2,10,1,5,0,2,1,1,2,7,36 to 50,Male,46.73721340388006
6919,3,0,7,3,3,5,0,1,1,7,2,5,2,8,0,0,1,5,2,10,21 to 35,Male,53.11581422692534
6920,3,3,2,8,4,10,8,5,1,10,2,8,10,8,10,1,2,8,3,10,51 or more,Female,69.782480893592
6921,4,3,10,3,10,4,0,0,1,1,2,4,1,6,0,1,2,3,1,3,51 or more,Female,48.941798941798936
6922,5,1,4,3,3,10,3,3,2,2,1,7,1,7,0,1,2,10,2,5,51 or more,Male,55.17342739564962
6923,4,2,5,10,5,5,3,1,2,2,0,5,0,6,5,1,2,5,0,0,36 to 50,Female,42.50440917107584
6924,5,1,10,10,7,10,3,5,1,9,3,5,10,8,0,3,2,6,5,8,51 or more,Female,79.10052910052909
6925,3,1,10,10,3,3,4,5,2,5,1,10,6,7,0,1,2,4,10,10,51 or more,Male,67.84244562022337
6926,3,2,10,2,5,7,6,5,1,8,3,7,3,7,0,1,2,8,2,3,21 to 35,Male,65.66725455614343
6927,2,5,5,2,8,5,3,5,1,5,1,2,0,6,2,0,2,10,0,0,36 to 50,Male,48.82422104644327
6928,1,3,3,6,2,6,1,5,2,8,10,8,10,7,10,10,2,3,5,4,36 to 50,Female,49.235743680188115
6929,2,5,4,4,4,2,2,1,2,4,3,1,1,7,4,3,1,7,2,3,21 to 35,Female,30.83480305702527
6930,3,4,10,10,10,10,5,5,1,7,0,10,3,7,5,10,2,3,1,3,36 to 50,Female,60.846560846560834
6931,5,3,4,7,10,5,7,3,1,2,2,4,3,7,5,1,2,5,1,7,21 to 35,Male,58.495002939447375
6932,4,3,3,5,8,10,6,5,2,7,2,3,0,7,5,1,2,4,1,5,36 to 50,Female,52.939447383891824
6933,4,1,10,7,10,5,10,5,2,8,8,3,10,7,0,0,2,10,7,10,51 or more,Female,79.92357436801879
6934,5,2,8,10,8,10,4,5,2,8,7,4,10,7,2,5,2,10,4,10,51 or more,Female,73.98589065255732
6935,3,3,1,5,2,0,3,0,1,7,5,6,10,7,0,0,1,7,4,10,51 or more,Female,53.11581422692534
6936,5,0,3,0,5,5,2,5,2,6,5,1,0,8,6,0,2,3,1,10,51 or more,Female,50.881834215167544
6937,5,3,10,10,10,3,7,5,1,5,2,9,2,7,0,10,2,5,4,7,36 to 50,Female,67.28395061728394
6938,2,3,7,4,2,6,5,1,2,3,7,3,1,8,7,2,1,2,4,6,21 to 35,Female,39.00646678424457
6939,4,1,10,2,5,2,5,1,2,9,3,2,10,6,0,1,2,5,4,10,51 or more,Male,59.31804820693708
6940,2,2,6,5,4,6,3,1,2,5,1,6,3,8,0,2,2,3,2,10,51 or more,Male,50.67607289829511
6941,3,1,10,5,2,3,1,5,2,10,2,9,0,8,0,1,1,10,1,10,36 to 50,Female,56.848912404467946
6942,2,1,7,6,4,5,6,2,2,8,2,4,10,6,1,4,2,2,3,6,51 or more,Male,54.43856554967667
6943,1,2,4,8,6,6,6,1,2,7,3,5,10,7,1,4,2,4,4,4,51 or more,Male,54.05643738977071
6944,1,3,1,0,1,10,0,2,2,0,1,6,0,7,10,1,2,2,1,5,51 or more,Male,31.12874779541445
6945,1,2,2,3,1,4,4,0,2,2,0,3,2,4,6,8,1,5,1,2,36 to 50,Male,22.780717225161666
6946,1,2,2,4,0,5,1,0,1,5,1,4,6,5,0,2,1,1,4,3,Less than 20,Male,37.889476778365655
6947,4,1,4,5,3,2,3,2,1,7,5,1,10,7,5,2,2,1,5,10,51 or more,Female,57.319223985890645
6948,1,5,10,2,3,1,3,3,1,2,4,5,10,9,10,5,1,1,1,10,21 to 35,Female,41.6813639035861
6949,4,1,10,8,10,5,4,5,2,6,2,4,2,8,0,1,2,10,5,8,51 or more,Female,68.04820693709581
6950,3,2,10,10,10,10,10,5,1,10,10,4,10,8,0,1,2,10,10,10,51 or more,Female,91.03468547912993
6951,3,3,5,4,7,4,2,2,1,6,3,10,5,6,0,5,2,7,2,7,36 to 50,Female,58.28924162257494
6952,5,4,10,4,10,3,2,5,2,6,2,4,10,8,0,1,2,4,1,5,36 to 50,Female,59.55320399764844
6953,1,4,2,0,9,3,0,1,2,7,3,4,0,8,7,6,1,1,1,2,21 to 35,Female,26.072898295120527
6954,2,2,3,5,6,7,2,0,1,7,2,10,0,7,2,3,2,8,0,2,36 to 50,Female,51.85185185185184
6955,3,4,4,2,10,5,2,0,1,4,5,8,6,5,4,3,2,10,10,3,21 to 35,Male,57.1134626690182
6956,3,2,4,6,10,7,3,5,2,8,2,4,0,7,0,0,2,10,1,4,51 or more,Female,58.495002939447375
6957,1,2,1,7,0,5,2,0,1,2,1,1,0,4,0,3,2,0,0,6,36 to 50,Female,36.15520282186948
6958,5,5,9,4,10,10,6,5,1,10,10,10,5,7,0,2,2,10,5,10,36 to 50,Female,81.83421516754848
6959,1,2,2,5,3,6,1,5,1,6,2,5,0,6,0,1,2,3,1,2,21 to 35,Female,49.00058788947679
6960,5,3,6,1,5,2,2,5,1,5,2,5,1,7,0,2,2,4,4,10,36 to 50,Female,57.554379776601984
6961,2,1,2,2,2,8,3,5,2,3,5,1,10,8,8,3,2,1,8,3,36 to 50,Male,47.88359788359787
6962,4,2,10,6,6,8,2,5,1,3,3,8,4,6,1,2,2,6,3,5,36 to 50,Female,65.16754850088184
6963,3,3,7,8,7,4,7,3,1,6,6,9,1,8,7,3,2,2,2,8,51 or more,Female,60.34685479129921
6964,4,2,3,10,7,5,8,5,1,7,4,8,3,7,2,2,2,10,4,6,36 to 50,Male,70.72310405643739
6965,5,2,3,10,6,10,3,5,2,9,5,3,1,8,0,0,2,3,3,7,51 or more,Female,62.99235743680186
6966,2,1,1,3,6,10,2,5,2,10,3,1,5,8,0,0,1,9,1,7,36 to 50,Female,53.3803644914756
6967,1,5,3,1,2,10,1,0,2,6,2,3,0,6,10,8,1,5,1,7,51 or more,Male,24.897119341563794
6968,2,4,9,7,2,8,0,0,1,3,2,4,4,6,0,2,2,7,2,4,21 to 35,Male,50.44091710758377
6969,5,1,3,2,7,4,4,1,1,4,3,6,4,7,3,1,2,8,4,8,36 to 50,Male,59.61199294532625
6970,3,4,6,8,3,10,5,5,1,7,7,8,0,7,6,2,2,9,0,1,51 or more,Male,60.22927689594355
6971,3,5,2,1,10,10,0,3,2,3,4,6,0,6,0,10,2,5,3,10,36 to 50,Female,45.56143445032333
6972,5,1,6,7,10,10,10,5,1,8,8,5,10,8,3,0,2,10,5,10,36 to 50,Male,85.59670781893004
6973,2,0,10,4,2,1,10,4,1,10,1,6,5,8,0,0,2,10,4,10,36 to 50,Female,71.16402116402116
6974,5,4,6,2,5,9,4,1,1,3,6,9,10,6,1,1,2,1,3,6,51 or more,Female,60.72898295120517
6975,1,1,2,2,2,3,2,0,2,8,3,3,3,6,10,5,2,7,6,7,36 to 50,Male,38.88888888888887
6976,0,1,3,5,6,2,3,4,2,7,5,5,5,5,2,5,2,7,3,5,36 to 50,Female,49.44150499706056
6977,0,2,2,2,2,9,1,2,2,1,1,3,1,9,10,10,2,6,2,10,36 to 50,Female,34.06819517930628
6978,1,3,7,3,2,10,2,0,1,10,0,10,0,8,0,1,2,5,1,0,21 to 35,Female,51.41093474426807
6979,3,3,5,1,6,3,3,5,2,2,1,7,0,6,0,1,2,10,1,10,51 or more,Female,51.61669606114051
6980,2,0,5,8,7,6,2,4,2,9,4,6,10,5,0,1,2,5,4,10,51 or more,Female,65.49088771310991
6981,3,3,6,5,3,4,7,1,2,5,6,6,3,8,0,1,2,5,3,6,51 or more,Female,53.67430922986478
6982,5,2,4,6,5,10,7,4,2,6,7,1,10,6,0,3,2,6,7,5,36 to 50,Female,64.75602586713696
6983,5,3,10,6,10,3,5,2,2,6,2,10,3,7,0,3,2,10,3,5,21 to 35,Female,62.34567901234568
6984,4,1,5,2,2,3,2,2,1,3,3,10,5,9,0,1,1,6,3,10,Less than 20,Male,55.9670781893004
6985,3,2,2,2,10,2,1,1,1,6,3,8,3,5,10,1,1,3,2,1,36 to 50,Male,40.12345679012345
6986,2,1,3,1,1,1,3,0,2,6,2,10,2,7,3,0,2,4,2,2,51 or more,Female,41.35802469135803
6987,2,4,10,5,6,8,7,1,2,8,4,5,2,7,0,2,2,7,6,6,36 to 50,Female,58.0540858318636
6988,1,4,2,5,10,10,4,5,1,8,1,2,1,7,0,9,2,4,4,10,21 to 35,Male,55.87889476778366
6989,5,4,10,8,1,10,2,5,1,1,3,6,0,10,0,10,1,1,0,10,21 to 35,Female,51.79306290417402
6990,5,4,5,5,10,6,2,5,1,6,1,5,1,8,4,4,2,8,1,7,51 or more,Male,59.11228689006467
6991,4,4,9,10,10,9,5,4,1,7,4,8,5,7,0,6,2,9,2,10,21 to 35,Female,73.22163433274544
6992,2,2,7,5,10,3,7,2,1,3,3,10,2,7,5,0,1,7,5,9,51 or more,Male,58.34803057025278
6993,5,0,6,8,10,6,6,5,2,8,5,10,5,6,0,2,2,10,8,7,51 or more,Male,76.27865961199294
6994,2,4,9,5,8,2,3,3,2,0,0,1,0,10,0,2,1,9,1,9,51 or more,Female,43.00411522633743
6995,4,4,3,4,6,3,5,1,2,4,3,2,10,6,0,4,2,2,4,2,36 to 50,Female,45.326278659612
6996,5,5,10,10,10,5,6,5,2,5,4,4,2,7,0,10,1,2,4,10,36 to 50,Female,53.997648442092895
6997,1,3,5,3,0,4,5,2,2,0,1,10,0,7,0,3,1,4,1,1,21 to 35,Male,33.862433862433875
6998,2,2,6,6,3,1,1,5,1,5,5,5,5,7,10,0,1,5,2,10,21 to 35,Male,50.05878894767781
6999,1,4,2,3,10,8,0,5,2,0,0,3,1,8,0,10,1,2,0,1,36 to 50,Female,30.51146384479716
7000,3,2,9,2,3,5,4,2,2,6,2,5,3,7,5,10,2,6,3,5,36 to 50,Female,45.06172839506171
7001,3,3,6,3,5,3,3,5,2,4,1,3,1,5,0,1,2,4,0,9,51 or more,Female,47.325102880658434
7002,1,4,1,9,1,3,2,0,2,0,2,5,2,9,0,5,2,0,4,7,21 to 35,Male,36.68430335097
7003,3,5,10,2,10,3,8,5,1,1,1,10,1,5,0,4,2,6,5,3,36 to 50,Male,58.230452674897116
7004,2,3,10,3,10,2,3,5,1,7,5,7,2,7,2,2,2,7,2,5,51 or more,Female,61.66960611405054
7005,3,5,0,4,10,4,3,5,2,5,1,5,10,4,10,10,1,4,1,3,36 to 50,Female,34.39153439153439
7006,5,4,3,2,7,2,2,2,1,3,2,4,3,8,3,8,1,5,4,6,21 to 35,Female,42.563198118753654
7007,4,1,4,8,3,7,3,5,1,7,1,9,0,6,0,3,2,1,1,6,36 to 50,Female,59.229864785420325
7008,4,2,3,10,6,10,1,1,1,10,1,10,2,7,0,0,2,4,6,10,51 or more,Female,67.84244562022337
7009,1,5,1,0,3,1,3,0,1,2,4,4,2,8,5,4,1,5,1,3,21 to 35,Female,29.570840681951793
7010,2,4,5,10,10,10,6,5,2,5,3,9,2,6,7,0,2,3,1,10,36 to 50,Male,59.229864785420325
7011,2,2,7,4,10,6,4,5,1,4,5,5,10,6,0,2,2,8,7,10,51 or more,Female,71.48736037624927
7012,1,2,4,3,3,10,2,5,2,3,1,6,0,8,2,0,2,5,5,10,21 to 35,Male,52.674897119341566
7013,4,3,3,3,3,5,5,1,1,7,5,3,5,7,1,1,2,3,3,6,Less than 20,Female,54.43856554967667
7014,4,5,9,0,10,10,0,5,2,3,3,10,0,5,3,8,2,10,4,10,51 or more,Female,55.232216343327444
7015,5,2,10,10,10,10,2,3,2,6,2,2,2,7,0,2,2,10,2,8,21 to 35,Male,64.87360376249266
7016,2,4,2,3,7,4,7,1,2,4,1,8,2,6,4,3,2,5,1,6,51 or more,Female,43.180482069370946
7017,2,3,4,2,4,10,1,1,2,2,1,5,1,6,0,0,2,5,1,4,51 or more,Female,42.50440917107584
7018,2,1,4,3,4,4,2,5,2,3,2,7,5,5,0,3,2,1,4,5,21 to 35,Male,48.55967078189301
7019,4,5,5,10,10,10,6,5,2,6,1,8,4,8,0,4,2,6,10,7,36 to 50,Male,67.28395061728394
7020,4,1,10,10,10,8,10,5,1,8,1,4,10,8,0,0,2,8,3,10,51 or more,Female,82.53968253968252
7021,2,3,4,4,1,5,1,0,1,5,3,10,0,6,0,0,2,6,2,4,21 to 35,Male,49.29453262786597
7022,2,3,10,10,7,10,10,5,1,8,3,5,2,8,3,2,2,10,2,10,21 to 35,Female,73.60376249265137
7023,4,1,4,10,10,3,3,3,1,7,10,3,1,9,0,2,2,1,10,10,36 to 50,Female,70.04703115814225
7024,4,1,4,10,10,3,3,3,1,7,10,3,1,9,0,2,2,1,10,10,36 to 50,Female,70.04703115814225
7025,3,1,10,1,8,3,7,0,1,10,1,10,1,8,0,8,1,5,1,10,21 to 35,Female,55.40858318636096
7026,4,1,3,3,3,5,1,2,2,6,2,8,3,8,0,1,2,3,1,7,36 to 50,Male,50.79365079365077
7027,2,2,7,3,2,7,3,2,1,3,3,4,0,3,8,3,2,4,7,7,Less than 20,Female,47.26631393298058
7028,5,1,10,10,10,2,3,5,1,7,1,6,0,7,5,5,2,7,1,10,36 to 50,Female,65.60846560846562
7029,4,5,6,4,10,4,10,5,2,5,3,3,7,7,8,1,2,6,9,2,51 or more,Female,56.93709582598472
7030,1,3,0,3,0,6,3,1,2,7,3,1,0,5,0,0,2,3,4,4,21 to 35,Female,37.71310993533214
